.1 uf,2,"C3 C6",C1,21RZ310-RC
10 uf,1,"C1",~
22 pf,2,"C2 C4",~
15 uf,1,"C5",~
SPI Select,1,"J1",PIN_ARRAY_3X1,538-22-28-8034
RPi_GPIO,1,"J0",RPi_Hat:Pin_Header_Straight_2x20,517-929975-01-20,2223
RJ45,2,"J2 J3",~
10K Ohms,1,"R1",R1,603-CFR-25JB-1K0
MCP2515,1,"U1",DIL-18_300
MCP2551,1,"U2",DIL-8_300
8 MHz,1,"X1",~
