BRIDGEX,4,"D1 D2 D3 D4",750-KBL401-G
MCT6H,4,"IC1 IC2 IC3 IC4",782-MCT6H 
RPi_GPIO,1,"J0"
10K Ohms,4,"R2 R4 R6 R8",603-CFR-25JB-52-10K
10 Ohms,4,"R1 R3 R5 R7",CFR-25JR-52-10R
In Track1 Out,1,"T1",649-220316-H021B01LF
In Track2 Out,1,"T2",649-220316-H021B01LF
In Track3 Out,1,"T3",649-220316-H021B01LF
In Track4 Out,1,"T4",649-220316-H021B01LF
