.1 uf,1,"C1",21RZ310-RC
Address Jumper,1,"J1",517-929836-02-03
RPi_GPIO,1,"J0",855-M20-6102045,2223
10K Ohms,1,"RR1",652-4605X-1LF-10K
GP0,1,"T1",651-1725737,2x 651-1725685 
GP1,1,"T2",651-1725737,2x 651-1725685 
MCP23017,1,"U1",579-MCP23017-E/SP
